location,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
15,Total Stainless Steel Produced,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,Total Tool Steel Produced,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,Total High Carbon Steel Produced,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,Total Super Alloy Steel Produced,Tons,0,0,5059,4203,2806,3433,3713,4420,6791,3612,4601,0,38638,
19,Total Recycled Steel produced,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,Total Super Carbon Steel Produced,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,Total Blended Steel ,Tons,59280,46585,59997,49920,50015,45985,54330,55800,64435,64875,62035,0,613257,
22,steel billet Factor,%,0.7963223696864782,0.7959153687922421,0.8093973457316894,0.8030717986676535,0.8256628056628057,0.7982526512445739,0.7983198398189257,0.8032046186671129,0.8132740660310135,0.805904319030508,0.8302230867424473,0,0.8083848835327547,
23,steel billet Production Ratio,%,0.8604664646198446,0.9012526481921201,0.8707909435467783,0.8363235079246676,0.7751352906674339,0.8867719711594801,0.8750923314983852,0.8817549733797867,0.8347407745531424,0.8705931538573556,0.8563367676029895,0,0.8646414743202542,
24,Blended Steel share ( % of total steel produced),%,45.60877091748413,45.63130571064747,44.137509931436306,46.1880088823094,42.912912912912915,50.53574372218254,47.29694437189867,46.68870016315944,43.727732347053035,45.709152399069964,37.70895386298705,0,44.704483591655354,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ENERGY,,,,,,,,,,,,,,,,
S.No,Parameter,Units,April,May,June,July,August,September,October,November,December,January,February,March,YOD,2023-24
,FUEL,,,,,,,,,,,,,,,
1,blast furnace heat consumption from fossil fuels,TJ,454.51648532413435,513.3681022539392,461.726801136,285.2743583991936,183.6862705734912,390.6810246420864,427.5308382872576,466.4871705797889,368.088900984896,498.71891494412796,470.9995666152394,0,4521.078433740155,
2,blast furnace heat consumption from Alternate fuels ,TJ,30.4955024,32.710988975999996,32.34104388,22.363881664,14.02035396368,24.710611952,38.34025202944,34.7761595651096,27.676912718905605,30.722568080000002,22.573799883469434,0,310.73207511260455,
3,blast furnace heat consumption from Biomass,TJ,10.03256256,19.538744448000003,19.464838272,12.105286872,8.610337280000001,9.0000978,15.178782144000001,19.564040912000003,19.077291088,19.17326368,10.065132845424095,0,161.81037790142412,
4,Total heat consumption of blast furnace,TJ,495.04455028413435,565.6178356779392,513.5326832879999,319.74352693519364,206.31696181717123,424.3917343940864,481.04987246069766,520.8273710568985,414.8431047918016,548.6147467041279,503.638499344133,0,4993.620886754184,
5,Steel Mill (steel Mill) heat consumption from fossil fuels,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,Steel Mill (steel Mill) heat consumption from Alternate fuels ,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,Steel Mill (steel Mill) heat consumption from Biomass,TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Total heat consumption of Steel Mill (steel Mill),TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,On-site Power generation,TJ,125.35470932272001,106.78132404864,117.24221038719999,73.60415814400001,50.599990592000005,93.2745253744,115.70958775679998,125.05900319808003,118.7811933252,134.53357028000002,125.62016742856001,0,1186.5604398576,
11,Total Non- blast furnace fuel consumption,TJ,125.35470932272001,106.78132404864,117.24221038719999,73.60415814400001,50.599990592000005,93.2745253744,115.70958775679998,125.05900319808003,118.7811933252,134.53357028000002,125.62016742856001,0,1186.5604398576,
12,TSR (Thermal Substitution Ratio)  alternative fuel,%,6.160153138237132,5.783231523594585,6.297757656422126,6.994318814945943,6.79554111314619,5.822595010546069,7.970119986378845,6.677099073065119,6.671657886852402,5.6000259315976635,4.482143424870484,0,6.222580411277038,
13,TSR (Thermal Substitution Ratio) Biomass,%,2.0265979201754143,3.454407413546502,3.79037963998169,3.785936493548946,4.173354049111141,2.1207052519176988,3.1553448016432277,3.7563388560588344,4.598676190502038,3.494850219609625,1.9984836065017844,0,3.2403416593084553,
14,TSR,%,8.186751058412547,9.237638937141087,10.088137296403817,10.78025530849489,10.968895162257331,7.943300262463767,11.125464788022072,10.433437929123954,11.270334077354441,9.094876151207288,6.4806270313722685,0,9.462922070585494,
15,Specific Heat Consumption,Kcal/kg of steel billet,724.7598017886457,710.9135938998096,702.9182411188298,702.6981971108844,704.0195502241513,705.4916285139976,708.3760235998669,709.7408002788089,713.4060169548355,707.5020983645477,723.0317226564548,0,710.8078979102941,
16,Heat rate of Power plant,Kcal/kwh Gross,2821.936006404823,2928.775414275878,2871.9443271497385,2978.1303538175052,2873.9752851711028,2869.500141588364,2908.3242401935,3042.8401832434092,2925.835983716376,2960.2554778125577,2911.193922511901,0,2918.173651709364,
17,Plant Load Factor,%,81.9212962962963,65.06869772998806,75.2854938271605,44.1084229390681,31.42174432497013,59.94598765432099,71.00507765830346,75.79475308641975,72.45370370370371,81.10812425328554,85.26185515873014,0,67.5795596938406,
,,,,,,,,,,,,,,,,
,POWER,,,,,,,,,,,,,,,
,Onsite power generation,,,,,,,,,,,,,,,
18,Total Power generation from On-site power plant,MWh,10617,8714,9757,5907,4208,7769,9509,9823,9703,10862,10313.274,0,97182.274,
19,Power delivered to steel plant,MWh,9404,7670,8621,5215,3732,6877,8397,8697,8595,9708,9181.695,0,86097.695,
20,Power consumed by power plant equipment,%,11.425072996138264,11.980720679366542,11.642923029619755,11.714914508210594,11.311787072243352,11.481529154331316,11.69418445683037,11.462893209813707,11.41914871689168,10.62419443932977,10.972063769468354,0,11.405967923738846,
,Heat Recovery System Power Plant,,,,,,,,,,,,,,,
21,Total power generation from Heat Recovery System power plant,MWh,2814,4538,4995,3216,1711,3456,3841,4133,3236,4001,3460.77,0,39401.77,
22,Power delivered to steel plant by Heat Recovery System,MWh,2438,3922,4308,2780,1437,2926,3249,3532,2759,3424,2946.862,0,33721.862,
23,Power consumed by Heat Recovery System equipment,%,13.361762615493955,13.574261789334507,13.75375375375375,13.557213930348254,16.014026884862652,15.33564814814815,15.412652954959649,14.54149528187757,14.740420271940668,14.42139465133716,14.8495277062619,0,14.415362558585553,
,Solar Power Plant,,,,,,,,,,,,,,,
24,Total power generation from Solar power plant,MWh,170,155,125,90,99,88,91,102,94,110,129.235,0,1253.2350000000001,
25,Power delivered to steel plant by Solar,MWh,165,149,120,86,94,84,87,98,89,107,125.012,0,1204.012,
26,Power consumed by Solar equipment,%,2.941176470588236,3.8709677419354827,4.0000000000000036,4.444444444444439,5.05050505050505,4.545454545454541,4.395604395604391,3.9215686274509776,5.319148936170215,2.7272727272727226,3.267690641080212,0,3.927675176642864,
,Hydel Power Plant,,,,,,,,,,,,,,,
27,Power delivered to steel plant by Hydel,MWh,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,Total Grid Power consumed (Including import from SCL-R),MWh,1264,1790,917,1833,2912,1255,992,1029,1113,1458,2241.145,0,16804.145,
29,Power delivered to steel plant from the grid,MWh,1236,1754,911,1786,2851,1219,981,1022,1096,1435,2228.44,0,16519.44,
30,Total power consumption up to steel billet production,MWh,8566,9853,9256,6082,4141,7772,8567,9250,7556,9838,8794.372,0,89675.372,
31,Total steel plant power consumption from Cr to dispatch,MWh,13243,13495,13960,9867,8114,11106,12714,13349,12539,14674,14482.009000000002,0,137543.009,
32,Specific power consumption for steel-based,KWH/ t of steel-based,69.80102780339966,63.9594678496443,69.61899062437662,75.87840383890739,89.79537632385653,68.49931846076986,68.54906104931715,67.1110910014127,75.31111858543149,68.93117686573123,74.490949679291,0,70.82766708943998,
33,Power consumption for steel billet,kWh,8566165,9852784,9256474,6082350,4140786,7772145,8566782,9249947,7556010,9837513,8794372,0,89675328,
33.1,Ore Crusher,kWh,339865,383137,370126,314075,243026,373316,375750,460795,355935,447577,399274,0,4062876,
33.2,Ore Preparation Plant,kWh,3192724,3672029,3582111,2420497,1643857,3143515,3304406,3464570,2851789,3829827,3311065,0,34416390,
33.3,Furnace Operations,kWh,4188296,4780947,4306169,2761156,1839755,3482293,4057044,4365900,3591010,4606228,4221508,0,42200306,
33.4,Coal Preparation Plant,kWh,845280,1016671,998068,586622,414148,773021,829582,958682,757276,953881,862525,0,8995756,
34,Specific power consumption for steel billet (SEC upto steel billet production),KWH/ t of steel billet,52.47203709602333,51.8136707369661,53.01197519056646,55.92811232793578,59.11861454555838,54.05769431403234,52.781671657240025,52.739607387008306,54.36721566257258,53.08077439823883,52.824444537880744,0,53.40738654061359,
34.1,Ore Crusher,KWH/ t of steel billet,2.081842795187808,2.014835031920824,2.1197175435682745,2.8879663089753844,3.469718169098541,2.596529299252304,2.315071531551514,2.6272742304249412,2.561033522567833,2.4150142178049006,2.3982869121772192,0,2.4197022061472913,
34.2,Ore Preparation Plant,KWH/ t of steel billet,19.55702839781442,19.310410290390095,20.514807200004583,22.256829696652048,23.469589674766567,21.864127977743003,20.3591118011657,19.753633352148654,20.51927241853203,20.66479434093595,19.88830691421947,0,20.497158862496807,
34.3,Furnace Operations,KWH/ t of steel billet,25.655403915419107,25.141971413245827,24.661498989181666,25.389239837061965,26.266454413066445,24.220434707007477,24.99626631178145,24.892667157005285,25.838136148106575,24.854061112280192,25.35699140452779,0,25.132978099329335,
34.4,Coal Preparation Plant,KWH/ t of steel billet,5.17776198760199,5.346454001409354,5.715951457811936,5.394076485246384,5.912852288626824,5.37660233002956,5.111222012741365,5.4660326474294285,5.448773573366144,5.146904727217788,5.180859306956266,0,5.357547372640153,
35,Power consumption in steel grinding and packing,kWh,4635457,3598651,4664056,3752579,3939082,3299408,4107547,4055968,4946251,4794632,5638213,0,47431844,
35.1,Power consumed in steel grinding,kWh,4203445,3153329,4240983,3363348,3525847,2769793,3487132,3655618,4504276,4347569,5185303,0,42436643,
35.2,Power consumed in steel packing,kWh,186283,195963,190727,176099,175380,159691,183656,182063,203748,214599,234887,0,2103096,
35.3,"Power consumed in Utilities and others (Lightning in colony, Misc and Tr loss)",kWh,245729,249359,232346,213132,237855,369924,436759,218287,238227,232464,218023,0,2892105,
36,SEC of steel grinding and packing,KWH/ t of steel,35.66422004231583,35.24978940150847,34.311685254391904,34.7203830495929,33.797357357357356,36.25922303423265,35.75822233829546,33.93689495042463,33.56690305724271,33.781667018953,34.27276761291107,0,34.5763047436875,
36.1,SEC of steel grinding,KWH/ t of steel,32.34041161761877,30.887736311098053,31.199298178501014,31.119059955588455,30.251797511797513,30.438958184515634,30.35720379559502,30.587106220976448,30.567513827152116,30.631783273444658,31.519682694061153,0,30.934962188420776,
36.2,SEC OF steel packing,KWH/ t of steel,1.433221773417965,1.9195121951219511,1.4031059647470794,1.629339378238342,1.5047619047619047,1.7549425792625968,1.5988160529293984,1.523348533656863,1.3827016388992568,1.5120059184104842,1.4277977022673394,0,1.5330900523544944,
36.3,"SEC of Utilities and others (Lightning in colony, Misc and Tr loss)",KWH/ t of steel,1.890586651279092,2.442540895288471,1.709281111143807,1.971983715766099,2.040797940797941,4.065322270454421,3.8022024897710454,1.8264401957913232,1.6166875911913405,1.6378778270978651,1.3252872165825786,0,2.1082525029122277,
37,Power consumption for overall steel,kWh,4203445,3153329,4240983,3363348,3525847,2769793,3487133,3655617,4504274,4347569,5185303,0,42436641,
37.1,Power consumption for Carbon Steel,kWh,2546708,1982593,2581208,1980576,2200583,1554767,2064281,2146527,2739230,2592406,3478599,0,25867478,
37.2,Power consumption for Alloy Steel,kWh,1656737,1170736,1485204,1238620,1238000,1106061,1320386,1379374,1557238,1646991,1565197,0,15364544,
37.3,Power consumption for Stainless Steel,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.4,Power consumption for Tool Steel,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.5,Power consumption for High Carbon Steel,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.6,Power consumption for super Alloy Steel,kWh,0,0,174571,144152,87264,108965,102466,129716,207806,108172,141507,0,1204619,
37.7,Power consumption for Recycled Steel,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.8,Power consumption for Super Carbon Steel,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,Specific power consumption for overall steel,KWH/ t of steel,80.81464829373236,81.94699736575373,80.47403314986367,81.49437814329698,79.62228182698473,84.19607117742373,81.94705844921188,80.44030605801655,78.94943476971628,79.99342581150651,79.50828169890326,0,80.75454618175533,
38.1,SEC of Carbon Steel,KWH/ t of steel,36.023877219039534,35.719178452391674,33.99233555014157,34.05392022008253,33.07406628090479,34.54270162186181,34.09780310538487,33.68950796515734,33.03461167390255,33.643579261566416,33.94583069041229,0,34.10144157564812,
38.2,SEC of Alloy Steel,KWH/ t of steel,27.947655195681513,25.131179564237417,27.034183989224218,27.09320384102194,26.223813255946958,25.993161308516637,26.085820969239585,26.846516154145583,27.01474568038304,26.883942999853094,27.25209806038235,0,26.73866335780752,
38.3,SEC of Stainless Steel,KWH/ t of steel,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.4,SEC of Tool Steel,KWH/ t of steel,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.5,SEC of High Carbon Steel,KWH/ t of steel,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.6,SEC of Super Alloy Steel,KWH/ t of steel,0,0,34.50701719707452,34.2974066143231,31.099073414112617,31.74046023885814,27.596552652841368,29.347511312217193,30.60020615520542,29.94795127353267,30.755705281460553,0,31.17705367772659,
38.7,SEC of Super Recycled Steel,KWH/ t of steel,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.8,SEC of Super Carbon Steel,KWH/ t of steel,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,Ratio of electrical green energy,%,19.655667144906744,30.16672841793257,31.71919770773639,29.04631600283774,18.868622134582203,27.102467134882048,26.238791882963664,27.19304816840213,22.713135018741525,24.062968515742128,21.211656476667017,0,25.392692986671538,
40,Ratio of Renewable energy,%,1.2459412519821793,1.1041126343090033,0.8595988538681949,0.871592175940002,1.1584914961794428,0.7563479200432199,0.684285040113261,0.7341373885684321,0.7097854693356727,0.7291808641133979,0.863222775237883,0,0.8753712811386873,
41,DG power consumption,MWH,0,0,0,0,4.41,0,0,0,0,1.3,0,0,5.71,
42,Onsite power generation export to grid,MWH,0.28,0.2,0.21,0.63,0.14,0.43,0.29,0.26,0.43,0.3,0.28,0,3.4499999999999993,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
EMISSION,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Quality parameters (Input data for B2 Calcination sheet),,,,,,,,,,,,,,,,
S.No,Parameter,Units,April,May,June,July,August,September,October,November,December,January,February,March,YOD,2023-24
A),steel billet quality,,,,,,,,,,,,,,,
1,CaO (including freelime),%,63.4,63.34,63.25,63.25,63.4,63.31,63.48,63.674,63.5025,63.41,63.40326,0,63.406449261875984,
2,MgO,%,1.32,1.43,1.46,1.61,1.39,1.79,1.55,1.44,1.65,1.63,1.72780422926065,0,1.5456974806456631,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B),Coal Ash,,,,,,,,,,,,,,,
1,Imported coal,%,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,Indigenious coal,%,34.71,34.6,35.55,35.49,34.43,34.35,35.44,0,0,0,36.0932199005216,0,34.87707863870644,
3,Lignite,%,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Coking Coal,%,1.17,1.17,1.06,1.07,1.18,1.19,1.19,1.19,1.35,1.36,1.34893838123425,0,1.2149645448341813,
5,Rice husk,%,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,Tyres (Carbon Additive),%,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
C),Fuel consumption - for blast furnace (including light up / start up),,,,,,,,,,,,,,,
1,Imported coal,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,Indigenious coal,MT,1288,1172,906,445,382,565,170,0,0,0,25,0,4953,
3,Lignite,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Coking Coal,MT,14256,16267,14853,9268,5906,12689,14174,15806,12425,17034,15981,0,148659,
5,Rice husk,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,Tyres (Carbon Additive),MT,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
D),Coal Ash analysis,,,,,,,,,,,,,,,
1,CaO,%,5.22,3.58,3.42,3.26,3.34,3.35,3.42,3.46,3.43,3.31,3.46,0,3.897611548556431,
2,MgO,%,2.15,1.92,1.88,1.84,1.89,1.86,1.74,1.78,1.75,1.83,1.72,0,1.9489602261255803,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
FUEL DATA,,,,,,,,,,,,,,,,
S.No,Parameter,Units,April,May,June,July,August,September,October,November,December,January,February,March,YOD,2023-24
A),blast furnace,,,,,,,,,,,,,,,
1,Conventional fossil fuels consumption in blast furnace (including light up/ start up),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.1,RB1,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.2,RB2,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.3,RB3,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.4,Indigenous Coking Coal,Tons,14256,16267,14853,9268,5906,12689,14174,15806,12425,17034,15981,0,148659,
1.5,Imported Coking Coal HM Trading,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.6,Imported Coking Coal HC Saudi,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7,US Coking Coal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8,Indian Coal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.9,US coal(NCV-6900),Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1,US coal(NCV-6250),Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.11,Indigenous G5 Coal,Tons,1288,1172,906,445,382,565,170,0,0,0,25,0,4953,
1.12,Indigenous G6 Coal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.13,Indigenous G7 Coal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.14,Indigenous G8 Coal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.15,Indigenous G11 Coal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.16,Indigenous G13 Coal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.17,Washed Coal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.18,Australian Coal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.19,Carbonaceous Shale,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.2,Heavy Fuel,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.21,Diesel oil,Tons,16.36074,7.354070000000001,0,5.123060000000001,4.462020000000001,3.13994,5.5362100000000005,3.80098,5.7841000000000005,0.8263,8.01511,0,60.40253000000001,
1.22,Lignite,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.23.1,Heavy Fuel,Kilolitre (KL),0,0,0,0,0,0,0,0,0,0,0,0,0,
1.23.2,Heavy Fuel density,kg/L,,,,,,,,,,,,,,
1.24.2,Diesel oil,Kilolitre (KL),19.8,8.9,0,6.2,5.4,3.8,6.7,4.6,7,1,9.7,0,73.10000000000001,
1.24.2,Diesel oil density,kg/L,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,
,,,,,,,,,,,,,,,,
2,Alternate fuels consumption in blast furnace (including light up/ start up),,,,,,,,,,,,,,,
2.1,Steel Scrap,Tons,654,975,990,354,331.77,535,838,1165,920,820,730,0,8312.77,
2.2,Carbon Additive,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3,Shredded Plastic,Tons,585,330,136,302,55,70,350,235,167,207,213,0,2650,
2.4,Refused Derived Fuels,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.5,Organic Residue,Tons,94,0,0,340,53,0,0,0,0,50,0,0,537,
2.6,Organic Liquid Solvents,Tons,1763,2106,2205,1484,1050,1891,2424,2761,2252,2690,1838,0,22464,
2.7,Dolochar,Tons,0,0,0,0,0,180,394.96,0,0,0,0,0,574.96,
2.8,Spent Coffee,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.9,PPF oil (Used for blast furnace Light up),Kilolitre (KL),0,0,0,0,0,0,0,0,0,0,0,0,0,
2.1,PPF oil (Used for blast furnace Light up),kg/L,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,Biomass fuels consumption in blast furnace  (including light up/ start up),,,,,,,,,,,,,,,
3.1,Sewage sludge,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.2,"Wood, non impregnated saw dust",Tons,1164,2154,2136,1329,944,989,1704,2414,2474,3128,1571,0,20007,
3.3,"Paper, carton",Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.4,Animal meal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.5,Animal bone meal,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.6,Animal fat,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.7,"Agricultural, organic, diaper waste, charcoal",Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.8,Other biomass,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.9,Rice husk,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.1,Biomass content from alternate fuels,Tons,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
4,Conventional fossil fuels lower Heating Values (on dry basis),,,,,,,,,,,,,,,
4.1,RB1,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.2,RB2,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.3,RB3,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.4,Indigenous Coking Coal,kCal/kg,7278,7275.0,7210.0,7177.0,7192.0,7196.0,7161.0,7051.0,7075.0,6997.0,7032.54656607688,0.0,7143.322467341194,
4.5,Imported Coking Coal HM Trading,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.6,Imported Coking Coal HC Saudi,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.7,US Coking Coal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.8,Indian Coal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.9,US coal(NCV-6900),kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1,US coal(NCV-6250),kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.11,Indigenous G5 Coal,kCal/kg,3636,3642.0,3604.0,3607.0,3595.0,3589.0,3628.0,0.0,0.0,0.0,3582.90258091773,0.0,3619.8947233036433,
4.12,Indigenous G6 Coal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.13,Indigenous G7 Coal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.14,Indigenous G8 Coal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.15,Indigenous G11 Coal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.16,Indigenous G13 Coal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.17,Washed Coal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.18000000000001,Australian Coal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.19000000000001,Carbonaceous Shale,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2,Lignite,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.20000000000001,Heavy Fuel,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.21000000000001,Diesel oil,kCal/kg,11840,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,0.0,11839.999999999998,
,,,,,,,,,,,,,,,,
5,Alternate fuels lower Heating Values (on dry basis),,,,,,,,,,,,,,,
5.1,Steel Scrap,kCal/kg,1677,2038.0,2185.0,2112.0,2126.0,2134.0,2130.0,2111.0,2061.0,1775.0,1608.631412,0.0,1998.3489198859104,
5.2,Carbon Additive,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.3,Shredded Plastic,kCal/kg,2553,3030.0,3105.0,3470.0,3622.0,3617.0,3655.0,2595.3111,2706.0,3440.0,3445.420043,0.0,3095.482859493962,
